initial_alias,converted_alias,name,description,namespace
ENSG00000171552,ENSG00000171552,BCL2L1,BCL2 like 1 [Source:HGNC Symbol;Acc:HGNC:992],"ARRAYEXPRESS,ENSG"
ENSG00000125844,ENSG00000125844,RRBP1,ribosome binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10448],"ARRAYEXPRESS,ENSG"
ENSG00000124145,ENSG00000124145,SDC4,syndecan 4 [Source:HGNC Symbol;Acc:HGNC:10661],"ARRAYEXPRESS,ENSG"
ENSG00000115875,ENSG00000115875,SRSF7,serine and arginine rich splicing factor 7 [Source:HGNC Symbol;Acc:HGNC:10789],"ARRAYEXPRESS,ENSG"
ENSG00000116127,ENSG00000116127,ALMS1,"ALMS1, centrosome and basal body associated protein [Source:HGNC Symbol;Acc:HGNC:428]","ARRAYEXPRESS,ENSG"
ENSG00000111879,ENSG00000111879,FAM184A,family with sequence similarity 184 member A [Source:HGNC Symbol;Acc:HGNC:20991],"ARRAYEXPRESS,ENSG"
ENSG00000113361,ENSG00000113361,CDH6,cadherin 6 [Source:HGNC Symbol;Acc:HGNC:1765],"ARRAYEXPRESS,ENSG"
ENSG00000139793,ENSG00000139793,MBNL2,muscleblind like splicing regulator 2 [Source:HGNC Symbol;Acc:HGNC:16746],"ARRAYEXPRESS,ENSG"
ENSG00000154640,ENSG00000154640,BTG3,BTG anti-proliferation factor 3 [Source:HGNC Symbol;Acc:HGNC:1132],"ARRAYEXPRESS,ENSG"
ENSG00000136758,ENSG00000136758,YME1L1,YME1 like 1 ATPase [Source:HGNC Symbol;Acc:HGNC:12843],"ARRAYEXPRESS,ENSG"
ENSG00000138152,ENSG00000138152,BTBD16,BTB domain containing 16 [Source:HGNC Symbol;Acc:HGNC:26340],"ARRAYEXPRESS,ENSG"
ENSG00000168096,ENSG00000168096,ANKS3,ankyrin repeat and sterile alpha motif domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29422],"ARRAYEXPRESS,ENSG"
ENSG00000163596,ENSG00000163596,ICA1L,islet cell autoantigen 1 like [Source:HGNC Symbol;Acc:HGNC:14442],"ARRAYEXPRESS,ENSG"
ENSG00000150281,ENSG00000150281,CTF1,cardiotrophin 1 [Source:HGNC Symbol;Acc:HGNC:2499],"ARRAYEXPRESS,ENSG"
ENSG00000106258,ENSG00000106258,CYP3A5,cytochrome P450 family 3 subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:2638],"ARRAYEXPRESS,ENSG"
ENSG00000213889,ENSG00000213889,PPM1N,"protein phosphatase, Mg2+/Mn2+ dependent 1N (putative) [Source:HGNC Symbol;Acc:HGNC:26845]","ARRAYEXPRESS,ENSG"
ENSG00000129467,ENSG00000129467,ADCY4,adenylate cyclase 4 [Source:HGNC Symbol;Acc:HGNC:235],"ARRAYEXPRESS,ENSG"
ENSG00000169495,ENSG00000169495,HTRA4,HtrA serine peptidase 4 [Source:HGNC Symbol;Acc:HGNC:26909],"ARRAYEXPRESS,ENSG"
ENSG00000169519,ENSG00000169519,METTL15,methyltransferase like 15 [Source:HGNC Symbol;Acc:HGNC:26606],"ARRAYEXPRESS,ENSG"
ENSG00000173210,ENSG00000173210,ABLIM3,actin binding LIM protein family member 3 [Source:HGNC Symbol;Acc:HGNC:29132],"ARRAYEXPRESS,ENSG"
ENSG00000143850,ENSG00000143850,PLEKHA6,pleckstrin homology domain containing A6 [Source:HGNC Symbol;Acc:HGNC:17053],"ARRAYEXPRESS,ENSG"
ENSG00000099282,ENSG00000099282,TSPAN15,tetraspanin 15 [Source:HGNC Symbol;Acc:HGNC:23298],"ARRAYEXPRESS,ENSG"
ENSG00000169180,ENSG00000169180,XPO6,exportin 6 [Source:HGNC Symbol;Acc:HGNC:19733],"ARRAYEXPRESS,ENSG"
ENSG00000148634,ENSG00000148634,HERC4,HECT and RLD domain containing E3 ubiquitin protein ligase 4 [Source:HGNC Symbol;Acc:HGNC:24521],"ARRAYEXPRESS,ENSG"
ENSG00000054611,ENSG00000054611,TBC1D22A,TBC1 domain family member 22A [Source:HGNC Symbol;Acc:HGNC:1309],"ARRAYEXPRESS,ENSG"
ENSG00000071282,ENSG00000071282,LMCD1,LIM and cysteine rich domains 1 [Source:HGNC Symbol;Acc:HGNC:6633],"ARRAYEXPRESS,ENSG"
ENSG00000103569,ENSG00000103569,AQP9,aquaporin 9 [Source:HGNC Symbol;Acc:HGNC:643],"ARRAYEXPRESS,ENSG"
ENSG00000229972,ENSG00000229972,IQCF3,IQ motif containing F3 [Source:HGNC Symbol;Acc:HGNC:31816],"ARRAYEXPRESS,ENSG"
ENSG00000111321,ENSG00000111321,LTBR,lymphotoxin beta receptor [Source:HGNC Symbol;Acc:HGNC:6718],"ARRAYEXPRESS,ENSG"
ENSG00000163563,ENSG00000163563,MNDA,myeloid cell nuclear differentiation antigen [Source:HGNC Symbol;Acc:HGNC:7183],"ARRAYEXPRESS,ENSG"
ENSG00000147140,ENSG00000147140,NONO,non-POU domain containing octamer binding [Source:HGNC Symbol;Acc:HGNC:7871],"ARRAYEXPRESS,ENSG"
ENSG00000110628,ENSG00000110628,SLC22A18,solute carrier family 22 member 18 [Source:HGNC Symbol;Acc:HGNC:10964],"ARRAYEXPRESS,ENSG"
ENSG00000101333,ENSG00000101333,PLCB4,phospholipase C beta 4 [Source:HGNC Symbol;Acc:HGNC:9059],"ARRAYEXPRESS,ENSG"
ENSG00000132170,ENSG00000132170,PPARG,peroxisome proliferator activated receptor gamma [Source:HGNC Symbol;Acc:HGNC:9236],"ARRAYEXPRESS,ENSG"
ENSG00000153266,ENSG00000153266,FEZF2,FEZ family zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:13506],"ARRAYEXPRESS,ENSG"
ENSG00000102882,ENSG00000102882,MAPK3,mitogen-activated protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:6877],"ARRAYEXPRESS,ENSG"
ENSG00000124226,ENSG00000124226,RNF114,ring finger protein 114 [Source:HGNC Symbol;Acc:HGNC:13094],"ARRAYEXPRESS,ENSG"
ENSG00000168065,ENSG00000168065,SLC22A11,solute carrier family 22 member 11 [Source:HGNC Symbol;Acc:HGNC:18120],"ARRAYEXPRESS,ENSG"
ENSG00000113719,ENSG00000113719,ERGIC1,endoplasmic reticulum-golgi intermediate compartment 1 [Source:HGNC Symbol;Acc:HGNC:29205],"ARRAYEXPRESS,ENSG"
ENSG00000079257,ENSG00000079257,LXN,latexin [Source:HGNC Symbol;Acc:HGNC:13347],"ARRAYEXPRESS,ENSG"
ENSG00000214113,ENSG00000214113,LYRM4,LYR motif containing 4 [Source:HGNC Symbol;Acc:HGNC:21365],"ARRAYEXPRESS,ENSG"
ENSG00000205517,ENSG00000205517,RGL3,ral guanine nucleotide dissociation stimulator like 3 [Source:HGNC Symbol;Acc:HGNC:30282],"ARRAYEXPRESS,ENSG"
ENSG00000154447,ENSG00000154447,SH3RF1,SH3 domain containing ring finger 1 [Source:HGNC Symbol;Acc:HGNC:17650],"ARRAYEXPRESS,ENSG"
ENSG00000108187,ENSG00000108187,PBLD,phenazine biosynthesis like protein domain containing [Source:HGNC Symbol;Acc:HGNC:23301],"ARRAYEXPRESS,ENSG"
ENSG00000131747,ENSG00000131747,TOP2A,DNA topoisomerase II alpha [Source:HGNC Symbol;Acc:HGNC:11989],"ARRAYEXPRESS,ENSG"
ENSG00000168748,ENSG00000168748,CA7,carbonic anhydrase 7 [Source:HGNC Symbol;Acc:HGNC:1381],"ARRAYEXPRESS,ENSG"
ENSG00000125753,ENSG00000125753,VASP,vasodilator stimulated phosphoprotein [Source:HGNC Symbol;Acc:HGNC:12652],"ARRAYEXPRESS,ENSG"
ENSG00000158955,ENSG00000158955,WNT9B,Wnt family member 9B [Source:HGNC Symbol;Acc:HGNC:12779],"ARRAYEXPRESS,ENSG"
ENSG00000229807,ENSG00000229807,XIST,X inactive specific transcript [Source:HGNC Symbol;Acc:HGNC:12810],"ARRAYEXPRESS,ENSG"
ENSG00000114248,ENSG00000114248,LRRC31,leucine rich repeat containing 31 [Source:HGNC Symbol;Acc:HGNC:26261],"ARRAYEXPRESS,ENSG"
ENSG00000042493,ENSG00000042493,CAPG,"capping actin protein, gelsolin like [Source:HGNC Symbol;Acc:HGNC:1474]","ARRAYEXPRESS,ENSG"
ENSG00000174010,ENSG00000174010,KLHL15,kelch like family member 15 [Source:HGNC Symbol;Acc:HGNC:29347],"ARRAYEXPRESS,ENSG"
ENSG00000100916,ENSG00000100916,BRMS1L,BRMS1 like transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:20512],"ARRAYEXPRESS,ENSG"
ENSG00000134717,ENSG00000134717,BTF3L4,basic transcription factor 3 like 4 [Source:HGNC Symbol;Acc:HGNC:30547],"ARRAYEXPRESS,ENSG"
ENSG00000137331,ENSG00000137331,IER3,immediate early response 3 [Source:HGNC Symbol;Acc:HGNC:5392],"ARRAYEXPRESS,ENSG"
ENSG00000179820,ENSG00000179820,MYADM,myeloid associated differentiation marker [Source:HGNC Symbol;Acc:HGNC:7544],"ARRAYEXPRESS,ENSG"
ENSG00000141858,ENSG00000141858,SAMD1,sterile alpha motif domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17958],"ARRAYEXPRESS,ENSG"
ENSG00000170190,ENSG00000170190,SLC16A5,solute carrier family 16 member 5 [Source:HGNC Symbol;Acc:HGNC:10926],"ARRAYEXPRESS,ENSG"
ENSG00000172716,ENSG00000172716,SLFN11,schlafen family member 11 [Source:HGNC Symbol;Acc:HGNC:26633],"ARRAYEXPRESS,ENSG"
ENSG00000132950,ENSG00000132950,ZMYM5,zinc finger MYM-type containing 5 [Source:HGNC Symbol;Acc:HGNC:13029],"ARRAYEXPRESS,ENSG"
ENSG00000176986,ENSG00000176986,SEC24C,"SEC24 homolog C, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10705]","ARRAYEXPRESS,ENSG"
