initial_alias,converted_alias,name,description,namespace
ENSG00000138750,ENSG00000138750,NUP54,nucleoporin 54 [Source:HGNC Symbol;Acc:HGNC:17359],"ARRAYEXPRESS,ENSG"
ENSG00000140450,ENSG00000140450,ARRDC4,arrestin domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28087],"ARRAYEXPRESS,ENSG"
ENSG00000140830,ENSG00000140830,TXNL4B,thioredoxin like 4B [Source:HGNC Symbol;Acc:HGNC:26041],"ARRAYEXPRESS,ENSG"
ENSG00000144746,ENSG00000144746,ARL6IP5,ADP ribosylation factor like GTPase 6 interacting protein 5 [Source:HGNC Symbol;Acc:HGNC:16937],"ARRAYEXPRESS,ENSG"
ENSG00000145216,ENSG00000145216,FIP1L1,factor interacting with PAPOLA and CPSF1 [Source:HGNC Symbol;Acc:HGNC:19124],"ARRAYEXPRESS,ENSG"
ENSG00000145777,ENSG00000145777,TSLP,thymic stromal lymphopoietin [Source:HGNC Symbol;Acc:HGNC:30743],"ARRAYEXPRESS,ENSG"
ENSG00000146005,ENSG00000146005,PSD2,pleckstrin and Sec7 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:19092],"ARRAYEXPRESS,ENSG"
ENSG00000150722,ENSG00000150722,PPP1R1C,protein phosphatase 1 regulatory inhibitor subunit 1C [Source:HGNC Symbol;Acc:HGNC:14940],"ARRAYEXPRESS,ENSG"
ENSG00000153233,ENSG00000153233,PTPRR,"protein tyrosine phosphatase, receptor type R [Source:HGNC Symbol;Acc:HGNC:9680]","ARRAYEXPRESS,ENSG"
ENSG00000158486,ENSG00000158486,DNAH3,dynein axonemal heavy chain 3 [Source:HGNC Symbol;Acc:HGNC:2949],"ARRAYEXPRESS,ENSG"
ENSG00000158553,ENSG00000158553,POM121L2,POM121 transmembrane nucleoporin like 2 [Source:HGNC Symbol;Acc:HGNC:13973],"ARRAYEXPRESS,ENSG"
ENSG00000159899,ENSG00000159899,NPR2,natriuretic peptide receptor 2 [Source:HGNC Symbol;Acc:HGNC:7944],"ARRAYEXPRESS,ENSG"
ENSG00000162191,ENSG00000162191,UBXN1,UBX domain protein 1 [Source:HGNC Symbol;Acc:HGNC:18402],"ARRAYEXPRESS,ENSG"
ENSG00000163104,ENSG00000163104,SMARCAD1,"SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1 [Source:HGNC Symbol;Acc:HGNC:18398]","ARRAYEXPRESS,ENSG"
ENSG00000163510,ENSG00000163510,CWC22,CWC22 spliceosome associated protein homolog [Source:HGNC Symbol;Acc:HGNC:29322],"ARRAYEXPRESS,ENSG"
ENSG00000164713,ENSG00000164713,BRI3,brain protein I3 [Source:HGNC Symbol;Acc:HGNC:1109],"ARRAYEXPRESS,ENSG"
ENSG00000167562,ENSG00000167562,ZNF701,zinc finger protein 701 [Source:HGNC Symbol;Acc:HGNC:25597],"ARRAYEXPRESS,ENSG"
ENSG00000168259,ENSG00000168259,DNAJC7,DnaJ heat shock protein family (Hsp40) member C7 [Source:HGNC Symbol;Acc:HGNC:12392],"ARRAYEXPRESS,ENSG"
ENSG00000169180,ENSG00000169180,XPO6,exportin 6 [Source:HGNC Symbol;Acc:HGNC:19733],"ARRAYEXPRESS,ENSG"
ENSG00000172159,ENSG00000172159,FRMD3,FERM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24125],"ARRAYEXPRESS,ENSG"
ENSG00000172469,ENSG00000172469,MANEA,mannosidase endo-alpha [Source:HGNC Symbol;Acc:HGNC:21072],"ARRAYEXPRESS,ENSG"
ENSG00000172548,ENSG00000172548,NIPAL4,NIPA like domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28018],"ARRAYEXPRESS,ENSG"
ENSG00000172716,ENSG00000172716,SLFN11,schlafen family member 11 [Source:HGNC Symbol;Acc:HGNC:26633],"ARRAYEXPRESS,ENSG"
ENSG00000173812,ENSG00000173812,EIF1,eukaryotic translation initiation factor 1 [Source:HGNC Symbol;Acc:HGNC:3249],"ARRAYEXPRESS,ENSG"
ENSG00000174953,ENSG00000174953,DHX36,DEAH-box helicase 36 [Source:HGNC Symbol;Acc:HGNC:14410],"ARRAYEXPRESS,ENSG"
ENSG00000177301,ENSG00000177301,KCNA2,potassium voltage-gated channel subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:6220],"ARRAYEXPRESS,ENSG"
ENSG00000178538,ENSG00000178538,CA8,carbonic anhydrase 8 [Source:HGNC Symbol;Acc:HGNC:1382],"ARRAYEXPRESS,ENSG"
ENSG00000181929,ENSG00000181929,PRKAG1,protein kinase AMP-activated non-catalytic subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:9385],"ARRAYEXPRESS,ENSG"
ENSG00000182944,ENSG00000182944,EWSR1,EWS RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3508],"ARRAYEXPRESS,ENSG"
ENSG00000183036,ENSG00000183036,PCP4,Purkinje cell protein 4 [Source:HGNC Symbol;Acc:HGNC:8742],"ARRAYEXPRESS,ENSG"
ENSG00000184845,ENSG00000184845,DRD1,dopamine receptor D1 [Source:HGNC Symbol;Acc:HGNC:3020],"ARRAYEXPRESS,ENSG"
ENSG00000196396,ENSG00000196396,PTPN1,"protein tyrosine phosphatase, non-receptor type 1 [Source:HGNC Symbol;Acc:HGNC:9642]","ARRAYEXPRESS,ENSG"
ENSG00000197498,ENSG00000197498,RPF2,ribosome production factor 2 homolog [Source:HGNC Symbol;Acc:HGNC:20870],"ARRAYEXPRESS,ENSG"
ENSG00000204657,ENSG00000204657,OR2H2,olfactory receptor family 2 subfamily H member 2 [Source:HGNC Symbol;Acc:HGNC:8253],"ARRAYEXPRESS,ENSG"
ENSG00000215712,ENSG00000215712,TMEM242,transmembrane protein 242 [Source:HGNC Symbol;Acc:HGNC:17206],"ARRAYEXPRESS,ENSG"
ENSG00000137154,ENSG00000137154,RPS6,ribosomal protein S6 [Source:HGNC Symbol;Acc:HGNC:10429],"ARRAYEXPRESS,ENSG"
ENSG00000171763,ENSG00000171763,SPATA5L1,spermatogenesis associated 5 like 1 [Source:HGNC Symbol;Acc:HGNC:28762],"ARRAYEXPRESS,ENSG"
ENSG00000255717,ENSG00000255717,SNHG1,small nucleolar RNA host gene 1 [Source:HGNC Symbol;Acc:HGNC:32688],"ARRAYEXPRESS,ENSG"
